,PREDICT
1325,satisfied
1326,satisfied
1327,neutral or dissatisfied
1328,neutral or dissatisfied
1329,satisfied
1330,neutral or dissatisfied
1331,neutral or dissatisfied
1332,satisfied
1333,satisfied
1334,satisfied
1335,satisfied
1336,neutral or dissatisfied
1337,neutral or dissatisfied
1338,satisfied
1339,satisfied
1340,satisfied
1341,satisfied
1342,neutral or dissatisfied
1343,neutral or dissatisfied
1344,neutral or dissatisfied
1345,satisfied
1346,satisfied
1347,satisfied
1348,satisfied
1349,satisfied
1350,satisfied
1351,neutral or dissatisfied
1352,neutral or dissatisfied
1353,neutral or dissatisfied
1354,neutral or dissatisfied
1355,neutral or dissatisfied
1356,neutral or dissatisfied
1357,neutral or dissatisfied
1358,neutral or dissatisfied
1359,neutral or dissatisfied
1360,satisfied
1361,satisfied
1362,neutral or dissatisfied
1363,satisfied
1364,satisfied
1365,neutral or dissatisfied
1366,neutral or dissatisfied
1367,neutral or dissatisfied
1368,satisfied
1369,neutral or dissatisfied
1370,satisfied
1371,neutral or dissatisfied
1372,satisfied
1373,satisfied
1374,neutral or dissatisfied
1375,neutral or dissatisfied
1376,neutral or dissatisfied
1377,neutral or dissatisfied
1378,neutral or dissatisfied
1379,neutral or dissatisfied
1380,satisfied
1381,neutral or dissatisfied
1382,neutral or dissatisfied
1383,satisfied
1384,neutral or dissatisfied
1385,satisfied
1386,satisfied
1387,satisfied
1388,neutral or dissatisfied
1389,neutral or dissatisfied
1390,satisfied
1391,neutral or dissatisfied
1392,neutral or dissatisfied
1393,satisfied
1394,satisfied
1395,neutral or dissatisfied
1396,satisfied
1397,neutral or dissatisfied
1398,neutral or dissatisfied
1399,neutral or dissatisfied
1400,neutral or dissatisfied
1401,satisfied
1402,satisfied
1403,neutral or dissatisfied
1404,neutral or dissatisfied
1405,neutral or dissatisfied
1406,neutral or dissatisfied
1407,satisfied
1408,satisfied
1409,neutral or dissatisfied
1410,neutral or dissatisfied
1411,neutral or dissatisfied
1412,satisfied
1413,neutral or dissatisfied
1414,neutral or dissatisfied
1415,neutral or dissatisfied
1416,neutral or dissatisfied
1417,neutral or dissatisfied
1418,satisfied
1419,satisfied
1420,neutral or dissatisfied
1421,satisfied
1422,neutral or dissatisfied
1423,neutral or dissatisfied
1424,satisfied
1425,satisfied
1426,satisfied
1427,neutral or dissatisfied
1428,neutral or dissatisfied
1429,satisfied
1430,neutral or dissatisfied
1431,satisfied
1432,satisfied
1433,neutral or dissatisfied
1434,neutral or dissatisfied
1435,satisfied
1436,neutral or dissatisfied
1437,satisfied
1438,neutral or dissatisfied
1439,neutral or dissatisfied
1440,neutral or dissatisfied
1441,satisfied
1442,neutral or dissatisfied
1443,satisfied
1444,neutral or dissatisfied
1445,satisfied
1446,satisfied
1447,satisfied
1448,satisfied
1449,neutral or dissatisfied
1450,neutral or dissatisfied
1451,neutral or dissatisfied
1452,neutral or dissatisfied
1453,neutral or dissatisfied
1454,satisfied
1455,neutral or dissatisfied
1456,neutral or dissatisfied
1457,neutral or dissatisfied
1458,neutral or dissatisfied
1459,satisfied
1460,satisfied
1461,satisfied
1462,satisfied
1463,satisfied
1464,satisfied
1465,neutral or dissatisfied
1466,neutral or dissatisfied
1467,neutral or dissatisfied
1468,neutral or dissatisfied
1469,satisfied
1470,neutral or dissatisfied
1471,satisfied
1472,neutral or dissatisfied
1473,neutral or dissatisfied
1474,satisfied
1475,satisfied
1476,neutral or dissatisfied
1477,neutral or dissatisfied
1478,neutral or dissatisfied
1479,neutral or dissatisfied
1480,satisfied
1481,satisfied
1482,neutral or dissatisfied
1483,satisfied
1484,satisfied
1485,neutral or dissatisfied
1486,satisfied
1487,satisfied
1488,neutral or dissatisfied
1489,neutral or dissatisfied
1490,satisfied
1491,satisfied
1492,satisfied
1493,neutral or dissatisfied
1494,neutral or dissatisfied
1495,neutral or dissatisfied
1496,neutral or dissatisfied
1497,neutral or dissatisfied
1498,satisfied
1499,satisfied
1500,satisfied
1501,neutral or dissatisfied
1502,satisfied
1503,satisfied
1504,satisfied
1505,neutral or dissatisfied
1506,satisfied
1507,neutral or dissatisfied
1508,neutral or dissatisfied
1509,neutral or dissatisfied
1510,neutral or dissatisfied
1511,neutral or dissatisfied
1512,neutral or dissatisfied
1513,satisfied
1514,neutral or dissatisfied
1515,satisfied
1516,satisfied
1517,satisfied
1518,satisfied
1519,neutral or dissatisfied
1520,satisfied
1521,neutral or dissatisfied
1522,satisfied
1523,satisfied
1524,neutral or dissatisfied
1525,satisfied
1526,satisfied
1527,neutral or dissatisfied
1528,neutral or dissatisfied
1529,satisfied
1530,satisfied
1531,satisfied
1532,neutral or dissatisfied
1533,satisfied
1534,satisfied
1535,neutral or dissatisfied
1536,neutral or dissatisfied
1537,satisfied
1538,neutral or dissatisfied
1539,satisfied
1540,neutral or dissatisfied
1541,satisfied
1542,neutral or dissatisfied
1543,neutral or dissatisfied
1544,neutral or dissatisfied
1545,satisfied
1546,neutral or dissatisfied
1547,neutral or dissatisfied
1548,neutral or dissatisfied
1549,neutral or dissatisfied
1550,neutral or dissatisfied
1551,neutral or dissatisfied
1552,neutral or dissatisfied
1553,satisfied
1554,satisfied
1555,neutral or dissatisfied
1556,satisfied
1557,satisfied
1558,neutral or dissatisfied
1559,neutral or dissatisfied
1560,satisfied
1561,satisfied
1562,neutral or dissatisfied
1563,satisfied
1564,neutral or dissatisfied
1565,satisfied
1566,neutral or dissatisfied
1567,neutral or dissatisfied
1568,neutral or dissatisfied
1569,neutral or dissatisfied
1570,neutral or dissatisfied
1571,neutral or dissatisfied
1572,neutral or dissatisfied
1573,neutral or dissatisfied
1574,neutral or dissatisfied
1575,satisfied
1576,neutral or dissatisfied
1577,neutral or dissatisfied
1578,neutral or dissatisfied
1579,satisfied
1580,neutral or dissatisfied
1581,satisfied
1582,neutral or dissatisfied
1583,satisfied
1584,satisfied
1585,satisfied
1586,neutral or dissatisfied
1587,neutral or dissatisfied
1588,neutral or dissatisfied
1589,satisfied
1590,satisfied
1591,neutral or dissatisfied
1592,neutral or dissatisfied
1593,satisfied
1594,satisfied
1595,neutral or dissatisfied
1596,neutral or dissatisfied
1597,neutral or dissatisfied
1598,neutral or dissatisfied
1599,neutral or dissatisfied
1600,satisfied
1601,neutral or dissatisfied
1602,satisfied
1603,neutral or dissatisfied
1604,neutral or dissatisfied
1605,satisfied
1606,neutral or dissatisfied
1607,neutral or dissatisfied
1608,neutral or dissatisfied
1609,neutral or dissatisfied
1610,neutral or dissatisfied
1611,satisfied
1612,satisfied
1613,neutral or dissatisfied
1614,neutral or dissatisfied
1615,neutral or dissatisfied
1616,neutral or dissatisfied
1617,satisfied
1618,neutral or dissatisfied
1619,satisfied
1620,neutral or dissatisfied
1621,neutral or dissatisfied
1622,neutral or dissatisfied
1623,satisfied
1624,neutral or dissatisfied
1625,neutral or dissatisfied
1626,neutral or dissatisfied
1627,neutral or dissatisfied
1628,neutral or dissatisfied
1629,neutral or dissatisfied
1630,satisfied
1631,satisfied
1632,satisfied
1633,neutral or dissatisfied
1634,neutral or dissatisfied
1635,satisfied
1636,neutral or dissatisfied
1637,satisfied
1638,neutral or dissatisfied
1639,satisfied
1640,satisfied
1641,neutral or dissatisfied
1642,neutral or dissatisfied
1643,satisfied
1644,satisfied
1645,neutral or dissatisfied
1646,neutral or dissatisfied
1647,neutral or dissatisfied
1648,satisfied
1649,satisfied
1650,neutral or dissatisfied
1651,neutral or dissatisfied
1652,neutral or dissatisfied
1653,neutral or dissatisfied
1654,neutral or dissatisfied
1655,satisfied
1656,neutral or dissatisfied
1657,neutral or dissatisfied
1658,neutral or dissatisfied
1659,neutral or dissatisfied
1660,neutral or dissatisfied
1661,satisfied
1662,neutral or dissatisfied
1663,neutral or dissatisfied
1664,neutral or dissatisfied
1665,satisfied
1666,satisfied
1667,neutral or dissatisfied
1668,neutral or dissatisfied
1669,neutral or dissatisfied
1670,satisfied
1671,satisfied
1672,neutral or dissatisfied
1673,satisfied
1674,neutral or dissatisfied
1675,neutral or dissatisfied
1676,neutral or dissatisfied
1677,neutral or dissatisfied
1678,satisfied
1679,satisfied
1680,satisfied
1681,neutral or dissatisfied
1682,neutral or dissatisfied
1683,neutral or dissatisfied
1684,satisfied
1685,satisfied
1686,neutral or dissatisfied
1687,neutral or dissatisfied
1688,neutral or dissatisfied
1689,neutral or dissatisfied
1690,satisfied
1691,satisfied
1692,neutral or dissatisfied
1693,satisfied
1694,neutral or dissatisfied
1695,neutral or dissatisfied
1696,neutral or dissatisfied
1697,neutral or dissatisfied
1698,neutral or dissatisfied
1699,neutral or dissatisfied
1700,satisfied
1701,neutral or dissatisfied
1702,satisfied
1703,satisfied
1704,satisfied
1705,satisfied
1706,neutral or dissatisfied
1707,satisfied
1708,satisfied
1709,neutral or dissatisfied
1710,satisfied
1711,neutral or dissatisfied
1712,neutral or dissatisfied
1713,neutral or dissatisfied
1714,neutral or dissatisfied
1715,neutral or dissatisfied
1716,satisfied
1717,neutral or dissatisfied
1718,neutral or dissatisfied
1719,neutral or dissatisfied
1720,neutral or dissatisfied
1721,satisfied
1722,satisfied
1723,satisfied
1724,neutral or dissatisfied
1725,neutral or dissatisfied
1726,neutral or dissatisfied
1727,satisfied
1728,neutral or dissatisfied
1729,neutral or dissatisfied
1730,neutral or dissatisfied
1731,satisfied
1732,satisfied
1733,neutral or dissatisfied
1734,neutral or dissatisfied
1735,neutral or dissatisfied
1736,satisfied
1737,satisfied
1738,neutral or dissatisfied
1739,satisfied
1740,satisfied
1741,neutral or dissatisfied
1742,satisfied
1743,satisfied
1744,neutral or dissatisfied
1745,neutral or dissatisfied
1746,satisfied
1747,neutral or dissatisfied
1748,satisfied
1749,neutral or dissatisfied
1750,satisfied
1751,neutral or dissatisfied
1752,neutral or dissatisfied
1753,neutral or dissatisfied
1754,neutral or dissatisfied
1755,neutral or dissatisfied
1756,neutral or dissatisfied
1757,neutral or dissatisfied
1758,neutral or dissatisfied
1759,satisfied
1760,neutral or dissatisfied
1761,satisfied
1762,satisfied
1763,satisfied
1764,satisfied
1765,satisfied
1766,neutral or dissatisfied
1767,neutral or dissatisfied
1768,satisfied
1769,satisfied
1770,satisfied
1771,neutral or dissatisfied
1772,neutral or dissatisfied
1773,neutral or dissatisfied
1774,neutral or dissatisfied
1775,neutral or dissatisfied
1776,neutral or dissatisfied
1777,neutral or dissatisfied
1778,satisfied
1779,neutral or dissatisfied
1780,satisfied
1781,satisfied
1782,satisfied
1783,satisfied
1784,satisfied
1785,satisfied
1786,satisfied
1787,neutral or dissatisfied
1788,satisfied
1789,neutral or dissatisfied
1790,satisfied
1791,neutral or dissatisfied
1792,satisfied
1793,neutral or dissatisfied
1794,neutral or dissatisfied
1795,neutral or dissatisfied
1796,satisfied
1797,neutral or dissatisfied
1798,neutral or dissatisfied
1799,satisfied
1800,neutral or dissatisfied
1801,neutral or dissatisfied
1802,satisfied
1803,satisfied
1804,satisfied
1805,neutral or dissatisfied
1806,neutral or dissatisfied
1807,satisfied
1808,satisfied
1809,satisfied
1810,neutral or dissatisfied
1811,neutral or dissatisfied
1812,neutral or dissatisfied
1813,neutral or dissatisfied
1814,satisfied
1815,neutral or dissatisfied
1816,neutral or dissatisfied
1817,neutral or dissatisfied
1818,satisfied
1819,satisfied
1820,satisfied
1821,neutral or dissatisfied
1822,neutral or dissatisfied
1823,satisfied
1824,neutral or dissatisfied
1825,neutral or dissatisfied
1826,neutral or dissatisfied
1827,satisfied
1828,satisfied
1829,neutral or dissatisfied
1830,neutral or dissatisfied
1831,satisfied
1832,neutral or dissatisfied
1833,neutral or dissatisfied
1834,neutral or dissatisfied
1835,neutral or dissatisfied
1836,satisfied
1837,neutral or dissatisfied
1838,neutral or dissatisfied
1839,neutral or dissatisfied
1840,satisfied
1841,neutral or dissatisfied
1842,neutral or dissatisfied
1843,satisfied
1844,neutral or dissatisfied
1845,neutral or dissatisfied
1846,neutral or dissatisfied
1847,satisfied
1848,neutral or dissatisfied
1849,satisfied
1850,neutral or dissatisfied
1851,satisfied
1852,satisfied
1853,neutral or dissatisfied
1854,satisfied
1855,neutral or dissatisfied
1856,neutral or dissatisfied
1857,satisfied
1858,neutral or dissatisfied
1859,neutral or dissatisfied
1860,neutral or dissatisfied
1861,satisfied
1862,neutral or dissatisfied
1863,satisfied
1864,satisfied
1865,neutral or dissatisfied
1866,neutral or dissatisfied
1867,neutral or dissatisfied
1868,satisfied
1869,neutral or dissatisfied
1870,satisfied
1871,neutral or dissatisfied
1872,satisfied
1873,satisfied
1874,neutral or dissatisfied
1875,neutral or dissatisfied
1876,neutral or dissatisfied
1877,satisfied
1878,neutral or dissatisfied
1879,satisfied
1880,neutral or dissatisfied
1881,neutral or dissatisfied
1882,neutral or dissatisfied
1883,neutral or dissatisfied
1884,neutral or dissatisfied
1885,satisfied
1886,neutral or dissatisfied
1887,satisfied
1888,neutral or dissatisfied
1889,satisfied
1890,satisfied
1891,satisfied
1892,satisfied
1893,neutral or dissatisfied
1894,satisfied
1895,neutral or dissatisfied
1896,neutral or dissatisfied
1897,satisfied
1898,neutral or dissatisfied
1899,neutral or dissatisfied
1900,satisfied
1901,neutral or dissatisfied
1902,satisfied
1903,neutral or dissatisfied
1904,neutral or dissatisfied
1905,neutral or dissatisfied
1906,neutral or dissatisfied
1907,neutral or dissatisfied
1908,neutral or dissatisfied
1909,neutral or dissatisfied
1910,satisfied
1911,neutral or dissatisfied
1912,satisfied
1913,satisfied
1914,neutral or dissatisfied
1915,neutral or dissatisfied
1916,satisfied
1917,neutral or dissatisfied
1918,neutral or dissatisfied
1919,satisfied
1920,neutral or dissatisfied
1921,neutral or dissatisfied
1922,neutral or dissatisfied
1923,neutral or dissatisfied
1924,neutral or dissatisfied
1925,neutral or dissatisfied
1926,neutral or dissatisfied
1927,neutral or dissatisfied
1928,satisfied
1929,neutral or dissatisfied
1930,neutral or dissatisfied
1931,neutral or dissatisfied
1932,neutral or dissatisfied
1933,neutral or dissatisfied
1934,neutral or dissatisfied
1935,satisfied
1936,neutral or dissatisfied
1937,satisfied
1938,satisfied
1939,satisfied
1940,neutral or dissatisfied
1941,satisfied
1942,neutral or dissatisfied
1943,neutral or dissatisfied
1944,satisfied
1945,neutral or dissatisfied
1946,satisfied
1947,neutral or dissatisfied
1948,neutral or dissatisfied
1949,neutral or dissatisfied
1950,satisfied
1951,neutral or dissatisfied
1952,neutral or dissatisfied
1953,satisfied
1954,satisfied
1955,satisfied
1956,neutral or dissatisfied
1957,satisfied
1958,satisfied
1959,neutral or dissatisfied
1960,satisfied
1961,satisfied
1962,neutral or dissatisfied
1963,satisfied
1964,neutral or dissatisfied
1965,neutral or dissatisfied
1966,neutral or dissatisfied
1967,neutral or dissatisfied
1968,satisfied
1969,satisfied
1970,neutral or dissatisfied
1971,neutral or dissatisfied
1972,satisfied
1973,satisfied
1974,neutral or dissatisfied
1975,neutral or dissatisfied
1976,neutral or dissatisfied
1977,satisfied
1978,neutral or dissatisfied
1979,satisfied
1980,neutral or dissatisfied
1981,neutral or dissatisfied
1982,neutral or dissatisfied
1983,neutral or dissatisfied
1984,satisfied
1985,neutral or dissatisfied
1986,neutral or dissatisfied
1987,neutral or dissatisfied
1988,neutral or dissatisfied
1989,neutral or dissatisfied
1990,neutral or dissatisfied
1991,neutral or dissatisfied
1992,neutral or dissatisfied
1993,satisfied
1994,neutral or dissatisfied
1995,neutral or dissatisfied
1996,neutral or dissatisfied
1997,satisfied
1998,neutral or dissatisfied
1999,neutral or dissatisfied
2000,neutral or dissatisfied
2001,neutral or dissatisfied
2002,neutral or dissatisfied
2003,neutral or dissatisfied
2004,neutral or dissatisfied
2005,neutral or dissatisfied
2006,satisfied
2007,neutral or dissatisfied
2008,satisfied
2009,satisfied
2010,satisfied
